timestamp,longitude,latitude,object-id
2013-07-01 00:00:58,-8.618643,41.141412,20000589
2013-07-01 00:01:13,-8.618499,41.141376,20000589
2013-07-01 00:01:28,-8.620326,41.14251,20000589
2013-07-01 00:01:43,-8.622153,41.143815,20000589
2013-07-01 00:01:58,-8.623953,41.144373,20000589
2013-07-01 00:02:13,-8.62668,41.144778,20000589
2013-07-01 00:02:28,-8.627373,41.144697,20000589
2013-07-01 00:02:43,-8.630226,41.14521,20000589
2013-07-01 00:02:58,-8.632746,41.14692,20000589
2013-07-01 00:03:13,-8.631738,41.148225,20000589
2013-07-01 00:03:28,-8.629938,41.150385,20000589
2013-07-01 00:03:43,-8.62911,41.151213,20000589
2013-07-01 00:03:58,-8.629128,41.15124,20000589
2013-07-01 00:04:13,-8.628786,41.152203,20000589
2013-07-01 00:04:28,-8.628687,41.152374,20000589
2013-07-01 00:04:43,-8.628759,41.152518,20000589
2013-07-01 00:04:58,-8.630838,41.15268,20000589
2013-07-01 00:05:13,-8.632323,41.153022,20000589
2013-07-01 00:05:28,-8.631144,41.154489,20000589
2013-07-01 00:05:43,-8.630829,41.154507,20000589
2013-07-01 00:05:58,-8.630829,41.154516,20000589
2013-07-01 00:06:13,-8.630829,41.154498,20000589
2013-07-01 00:06:28,-8.630838,41.154489,20000589
2013-07-01 00:08:23,-8.639847,41.159826,20000596
2013-07-01 00:08:38,-8.640351,41.159871,20000596
2013-07-01 00:08:53,-8.642196,41.160114,20000596
2013-07-01 00:09:08,-8.644455,41.160492,20000596
2013-07-01 00:09:23,-8.646921,41.160951,20000596
2013-07-01 00:09:38,-8.649999,41.161491,20000596
2013-07-01 00:09:53,-8.653167,41.162031,20000596
2013-07-01 00:10:08,-8.656434,41.16258,20000596
2013-07-01 00:10:23,-8.660178,41.163192,20000596
2013-07-01 00:10:38,-8.663112,41.163687,20000596
2013-07-01 00:10:53,-8.666235,41.1642,20000596
2013-07-01 00:11:08,-8.669169,41.164704,20000596
2013-07-01 00:11:23,-8.670852,41.165136,20000596
2013-07-01 00:11:38,-8.670942,41.166576,20000596
2013-07-01 00:11:53,-8.66961,41.167962,20000596
2013-07-01 00:12:08,-8.668098,41.168988,20000596
2013-07-01 00:12:23,-8.66664,41.170005,20000596
2013-07-01 00:12:38,-8.665767,41.170635,20000596
2013-07-01 00:12:53,-8.66574,41.170671,20000596
2013-07-01 00:02:31,-8.612964,41.140359,20000320
2013-07-01 00:02:46,-8.613378,41.14035,20000320
2013-07-01 00:03:01,-8.614215,41.140278,20000320
2013-07-01 00:03:16,-8.614773,41.140368,20000320
2013-07-01 00:03:31,-8.615907,41.140449,20000320
2013-07-01 00:03:46,-8.616609,41.140602,20000320
2013-07-01 00:04:01,-8.618472,41.141412,20000320
2013-07-01 00:04:16,-8.620623,41.142789,20000320
2013-07-01 00:04:31,-8.622558,41.144094,20000320
2013-07-01 00:04:46,-8.62506,41.144805,20000320
2013-07-01 00:05:01,-8.627436,41.144733,20000320
2013-07-01 00:05:16,-8.630082,41.145174,20000320
2013-07-01 00:05:31,-8.6319,41.146461,20000320
2013-07-01 00:05:46,-8.632584,41.147316,20000320
2013-07-01 00:06:01,-8.631252,41.148774,20000320
2013-07-01 00:06:16,-8.629713,41.150628,20000320
